PERMNO,date,TICKER,sprtrn
10107,20010523,MSFT,-0.015526
10107,20010524,MSFT,0.003196
10107,20010525,MSFT,-0.011816
10107,20010529,MSFT,-0.007794
10107,20010530,MSFT,-0.015655
10107,20010531,MSFT,0.006202
10107,20010601,MSFT,0.003862
10107,20010604,MSFT,0.005108
10107,20010605,MSFT,0.012990
10107,20010606,MSFT,-0.010549
10107,20010607,MSFT,0.005457
10107,20010608,MSFT,-0.009397
10107,20010611,MSFT,-0.008356
10107,20010612,MSFT,0.001164
10107,20010613,MSFT,-0.011347
10107,20010614,MSFT,-0.017502
10107,20010615,MSFT,-0.004517
10107,20010618,MSFT,-0.004883
10107,20010619,MSFT,0.003434
10107,20010620,MSFT,0.008709
10107,20010621,MSFT,0.011364
10107,20010622,MSFT,-0.009450
10107,20010625,MSFT,-0.005509
10107,20010626,MSFT,-0.001510
10107,20010627,MSFT,-0.004676
10107,20010628,MSFT,0.012493
10107,20010629,MSFT,-0.001452
10107,20010702,MSFT,0.010037
10107,20010703,MSFT,-0.001827
10107,20010705,MSFT,-0.012321
10107,20010706,MSFT,-0.023498
10107,20010709,MSFT,0.006879
10107,20010710,MSFT,-0.014398
10107,20010711,MSFT,-0.001134
10107,20010712,MSFT,0.023691
10107,20010713,MSFT,0.006241
10107,20010716,MSFT,-0.010883
10107,20010717,MSFT,0.009971
10107,20010718,MSFT,-0.005542
10107,20010719,MSFT,0.006053
10107,20010720,MSFT,-0.003432
10107,20010723,MSFT,-0.016369
10107,20010724,MSFT,-0.016272
10107,20010725,MSFT,0.016080
10107,20010726,MSFT,0.010449
10107,20010727,MSFT,0.002402
10107,20010730,MSFT,-0.001078
10107,20010731,MSFT,0.005571
10107,20010801,MSFT,0.003880
10107,20010802,MSFT,0.003964
10107,20010803,MSFT,-0.005243
10107,20010806,MSFT,-0.011422
10107,20010807,MSFT,0.003265
10107,20010808,MSFT,-0.017328
10107,20010809,MSFT,-0.000084
10107,20010810,MSFT,0.005687
10107,20010813,MSFT,0.000949
10107,20010814,MSFT,-0.003828
10107,20010815,MSFT,-0.007339
10107,20010816,MSFT,0.003090
10107,20010817,MSFT,-0.016663
10107,20010820,MSFT,0.008124
10107,20010821,MSFT,-0.012079
10107,20010822,MSFT,0.006956
10107,20010823,MSFT,-0.002763
10107,20010824,MSFT,0.019654
10107,20010827,MSFT,-0.004827
10107,20010828,MSFT,-0.015010
10107,20010829,MSFT,-0.011115
10107,20010830,MSFT,-0.017038
10107,20010831,MSFT,0.004030
10107,20010904,MSFT,-0.000565
10107,20010905,MSFT,-0.001059
10107,20010906,MSFT,-0.022390
10107,20010907,MSFT,-0.018637
10107,20010910,MSFT,0.006226
10107,20010917,MSFT,-0.049216
10107,20010918,MSFT,-0.005805
10107,20010919,MSFT,-0.016112
10107,20010920,MSFT,-0.031060
10107,20010921,MSFT,-0.019034
10107,20010924,MSFT,0.038983
10107,20010925,MSFT,0.008790
10107,20010926,MSFT,-0.005167
10107,20010927,MSFT,0.011489
10107,20010928,MSFT,0.021922
10107,20011001,MSFT,-0.002296
10107,20011002,MSFT,0.012306
10107,20011003,MSFT,0.019927
10107,20011004,MSFT,-0.002471
10107,20011005,MSFT,0.001636
10107,20011008,MSFT,-0.008344
10107,20011009,MSFT,-0.005356
10107,20011010,MSFT,0.022938
10107,20011011,MSFT,0.015208
10107,20011012,MSFT,-0.005267
10107,20011015,MSFT,-0.001530
10107,20011016,MSFT,0.006936
10107,20011017,MSFT,-0.018633
10107,20011018,MSFT,-0.007873
10107,20011019,MSFT,0.004557
10107,20011022,MSFT,0.015296
10107,20011023,MSFT,-0.004698
10107,20011024,MSFT,0.000387
10107,20011025,MSFT,0.013721
10107,20011026,MSFT,0.004109
10107,20011029,MSFT,-0.023818
10107,20011030,MSFT,-0.017166
10107,20011031,MSFT,-0.000009
10107,20011101,MSFT,0.022948
10107,20011102,MSFT,0.002860
10107,20011105,MSFT,0.014386
10107,20011106,MSFT,0.014526
10107,20011107,MSFT,-0.002735
10107,20011108,MSFT,0.002456
10107,20011109,MSFT,0.001582
10107,20011112,MSFT,-0.001767
10107,20011113,MSFT,0.018563
10107,20011114,MSFT,0.001861
10107,20011115,MSFT,0.000903
10107,20011116,MSFT,-0.003143
10107,20011119,MSFT,0.010899
10107,20011120,MSFT,-0.007298
10107,20011121,MSFT,-0.004927
10107,20011123,MSFT,0.011706
10107,20011126,MSFT,0.006155
10107,20011127,MSFT,-0.006843
10107,20011128,MSFT,-0.018251
10107,20011129,MSFT,0.010350
10107,20011130,MSFT,-0.000658
10107,20011203,MSFT,-0.008381
10107,20011204,MSFT,0.013187
10107,20011205,MSFT,0.022318
10107,20011206,MSFT,-0.002777
10107,20011207,MSFT,-0.007531
10107,20011210,MSFT,-0.015868
10107,20011211,MSFT,-0.002781
10107,20011212,MSFT,0.000273
10107,20011213,MSFT,-0.015558
10107,20011214,MSFT,0.003314
10107,20011217,MSFT,0.010035
10107,20011218,MSFT,0.007546
10107,20011219,MSFT,0.005810
10107,20011220,MSFT,-0.008377
10107,20011221,MSFT,0.004351
10107,20011224,MSFT,-0.000210
10107,20011226,MSFT,0.004124
10107,20011227,MSFT,0.006752
10107,20011228,MSFT,0.003362
10107,20011231,MSFT,-0.011145
10107,20020102,MSFT,0.005740
10107,20020103,MSFT,0.009180
10107,20020104,MSFT,0.006213
10107,20020107,MSFT,-0.006499
10107,20020108,MSFT,-0.003588
10107,20020109,MSFT,-0.004799
10107,20020110,MSFT,0.001221
10107,20020111,MSFT,-0.009468
10107,20020114,MSFT,-0.006276
10107,20020115,MSFT,0.006834
10107,20020116,MSFT,-0.016245
10107,20020117,MSFT,0.010030
10107,20020118,MSFT,-0.009922
10107,20020122,MSFT,-0.007334
10107,20020123,MSFT,0.007925
10107,20020124,MSFT,0.003519
10107,20020125,MSFT,0.000998
10107,20020128,MSFT,-0.000194
10107,20020129,MSFT,-0.028613
10107,20020130,MSFT,0.011748
10107,20020131,MSFT,0.014934
10107,20020201,MSFT,-0.007078
10107,20020204,MSFT,-0.024737
10107,20020205,MSFT,-0.004039
10107,20020206,MSFT,-0.005972
10107,20020207,MSFT,-0.003083
10107,20020208,MSFT,0.014859
10107,20020211,MSFT,0.014340
10107,20020212,MSFT,-0.003993
10107,20020213,MSFT,0.009941
10107,20020214,MSFT,-0.001815
10107,20020215,MSFT,-0.011017
10107,20020219,MSFT,-0.018874
10107,20020220,MSFT,0.013514
10107,20020221,MSFT,-0.015510
10107,20020222,MSFT,0.008224
10107,20020225,MSFT,0.017975
10107,20020226,MSFT,-0.000045
10107,20020227,MSFT,0.000460
10107,20020228,MSFT,-0.002847
10107,20020301,MSFT,0.022634
10107,20020304,MSFT,0.019491
10107,20020305,MSFT,-0.006673
10107,20020306,MSFT,0.014510
10107,20020307,MSFT,-0.004498
10107,20020308,MSFT,0.005849
10107,20020311,MSFT,0.003393
10107,20020312,MSFT,-0.002294
10107,20020313,MSFT,-0.009858
10107,20020314,MSFT,-0.000910
10107,20020315,MSFT,0.011379
10107,20020318,MSFT,-0.000523
10107,20020319,MSFT,0.004067
10107,20020320,MSFT,-0.015757
10107,20020321,MSFT,0.001511
10107,20020322,MSFT,-0.004239
10107,20020325,MSFT,-0.014651
10107,20020326,MSFT,0.005849
10107,20020327,MSFT,0.005349
10107,20020328,MSFT,0.002455
10107,20020401,MSFT,-0.000741
10107,20020402,MSFT,-0.008530
10107,20020403,MSFT,-0.009993
10107,20020404,MSFT,0.000835
10107,20020405,MSFT,-0.003205
10107,20020408,MSFT,0.002280
10107,20020409,MSFT,-0.006656
10107,20020410,MSFT,0.011335
10107,20020411,MSFT,-0.023689
10107,20020412,MSFT,0.006632
10107,20020415,MSFT,-0.007615
10107,20020416,MSFT,0.023418
10107,20020417,MSFT,-0.002038
10107,20020418,MSFT,-0.001421
10107,20020419,MSFT,0.000623
10107,20020422,MSFT,-0.015411
10107,20020423,MSFT,-0.006201
10107,20020424,MSFT,-0.007103
10107,20020425,MSFT,-0.001519
10107,20020426,MSFT,-0.013889
10107,20020429,MSFT,-0.010099
10107,20020430,MSFT,0.010765
10107,20020501,MSFT,0.008859
10107,20020502,MSFT,-0.001749
10107,20020503,MSFT,-0.010262
10107,20020506,MSFT,-0.019340
10107,20020507,MSFT,-0.003021
10107,20020508,MSFT,0.037504
10107,20020509,MSFT,-0.014547
10107,20020510,MSFT,-0.016794
10107,20020513,MSFT,0.018550
10107,20020514,MSFT,0.021144
10107,20020515,MSFT,-0.005659
10107,20020516,MSFT,0.006562
10107,20020517,MSFT,0.007612
10107,20020520,MSFT,-0.013293
10107,20020521,MSFT,-0.010990
10107,20020522,MSFT,0.005686
10107,20020523,MSFT,0.010184
10107,20020524,MSFT,-0.012087
10107,20020528,MSFT,-0.008553
10107,20020529,MSFT,-0.006412
10107,20020530,MSFT,-0.002810
10107,20020531,MSFT,0.002329
10107,20020603,MSFT,-0.024795
10107,20020604,MSFT,0.000010
10107,20020605,MSFT,0.008850
10107,20020606,MSFT,-0.019764
10107,20020607,MSFT,-0.001574
10107,20020610,MSFT,0.003124
10107,20020611,MSFT,-0.016629
10107,20020612,MSFT,0.006571
10107,20020613,MSFT,-0.010488
10107,20020614,MSFT,-0.002268
10107,20020617,MSFT,0.028691
10107,20020618,MSFT,0.000936
10107,20020619,MSFT,-0.016536
10107,20020620,MSFT,-0.013432
10107,20020621,MSFT,-0.017043
10107,20020624,MSFT,0.003619
10107,20020625,MSFT,-0.016702
10107,20020626,MSFT,-0.002674
10107,20020627,MSFT,0.017575
10107,20020628,MSFT,-0.000838
10107,20020701,MSFT,-0.021378
10107,20020702,MSFT,-0.021225
10107,20020703,MSFT,0.006223
10107,20020705,MSFT,0.036730
10107,20020708,MSFT,-0.012184
10107,20020709,MSFT,-0.024719
10107,20020710,MSFT,-0.033962
10107,20020711,MSFT,0.007496
10107,20020712,MSFT,-0.006448
10107,20020715,MSFT,-0.003755
10107,20020716,MSFT,-0.018389
10107,20020717,MSFT,0.005538
10107,20020718,MSFT,-0.027019
10107,20020719,MSFT,-0.038341
10107,20020722,MSFT,-0.032922
10107,20020723,MSFT,-0.027017
10107,20020724,MSFT,0.057315
10107,20020725,MSFT,-0.005620
10107,20020726,MSFT,0.016884
10107,20020729,MSFT,0.054078
10107,20020730,MSFT,0.004249
10107,20020731,MSFT,0.009792
10107,20020801,MSFT,-0.029574
10107,20020802,MSFT,-0.023082
10107,20020805,MSFT,-0.034296
10107,20020806,MSFT,0.029919
10107,20020807,MSFT,0.020010
10107,20020808,MSFT,0.032722
10107,20020809,MSFT,0.003512
10107,20020812,MSFT,-0.005327
10107,20020813,MSFT,-0.021675
10107,20020814,MSFT,0.040047
10107,20020815,MSFT,0.011559
10107,20020816,MSFT,-0.001591
10107,20020819,MSFT,0.023633
10107,20020820,MSFT,-0.013979
10107,20020821,MSFT,0.012726
10107,20020822,MSFT,0.014052
10107,20020823,MSFT,-0.022686
10107,20020826,MSFT,0.007536
10107,20020827,MSFT,-0.013851
10107,20020828,MSFT,-0.018132
10107,20020829,MSFT,-0.000076
10107,20020830,MSFT,-0.001885
10107,20020903,MSFT,-0.041536
10107,20020904,MSFT,0.017517
10107,20020905,MSFT,-0.015950
10107,20020906,MSFT,0.016800
10107,20020909,MSFT,0.010113
10107,20020910,MSFT,0.007331
10107,20020911,MSFT,-0.000143
10107,20020912,MSFT,-0.024784
10107,20020913,MSFT,0.003270
10107,20020916,MSFT,0.001450
10107,20020917,MSFT,-0.019728
10107,20020918,MSFT,-0.004648
10107,20020919,MSFT,-0.030065
10107,20020920,MSFT,0.002455
10107,20020923,MSFT,-0.013828
10107,20020924,MSFT,-0.017284
10107,20020925,MSFT,0.024863
10107,20020926,MSFT,0.018210
10107,20020927,MSFT,-0.032259
10107,20020930,MSFT,-0.014600
10107,20021001,MSFT,0.040010
10107,20021002,MSFT,-0.023587
10107,20021003,MSFT,-0.010822
10107,20021004,MSFT,-0.022431
10107,20021007,MSFT,-0.019111
10107,20021008,MSFT,0.016898
10107,20021009,MSFT,-0.027287
10107,20021010,MSFT,0.034966
10107,20021011,MSFT,0.039059
10107,20021014,MSFT,0.007327
10107,20021015,MSFT,0.047336
10107,20021016,MSFT,-0.024113
10107,20021017,MSFT,0.022302
10107,20021018,MSFT,0.005903
10107,20021021,MSFT,0.017334
10107,20021022,MSFT,-0.010626
10107,20021023,MSFT,0.006718
10107,20021024,MSFT,-0.015221
10107,20021025,MSFT,0.017167
10107,20021028,MSFT,-0.008266
10107,20021029,MSFT,-0.009076
10107,20021030,MSFT,0.009704
10107,20021031,MSFT,-0.005557
10107,20021101,MSFT,0.017160
10107,20021104,MSFT,0.008191
10107,20021105,MSFT,0.007761
10107,20021106,MSFT,0.009144
10107,20021107,MSFT,-0.022852
10107,20021108,MSFT,-0.008763
10107,20021111,MSFT,-0.020732
10107,20021112,MSFT,0.007715
10107,20021113,MSFT,-0.000476
10107,20021114,MSFT,0.024634
10107,20021115,MSFT,0.006149
10107,20021118,MSFT,-0.010409
10107,20021119,MSFT,-0.004021
10107,20021120,MSFT,0.019415
10107,20021121,MSFT,0.021452
10107,20021122,MSFT,-0.003438
10107,20021125,MSFT,0.002504
10107,20021126,MSFT,-0.020978
10107,20021127,MSFT,0.027986
10107,20021129,MSFT,-0.002727
10107,20021202,MSFT,-0.001901
10107,20021203,MSFT,-0.014745
10107,20021204,MSFT,-0.003454
10107,20021205,MSFT,-0.012010
10107,20021206,MSFT,0.006266
10107,20021209,MSFT,-0.022176
10107,20021210,MSFT,0.013957
10107,20021211,MSFT,0.000564
10107,20021212,MSFT,-0.003724
10107,20021213,MSFT,-0.013432
10107,20021216,MSFT,0.023519
10107,20021217,MSFT,-0.008139
10107,20021218,MSFT,-0.013145
10107,20021219,MSFT,-0.007709
10107,20021220,MSFT,0.013005
10107,20021223,MSFT,0.001820
10107,20021224,MSFT,-0.005471
10107,20021226,MSFT,-0.003149
10107,20021227,MSFT,-0.016029
10107,20021230,MSFT,0.004558
10107,20021231,MSFT,0.000489
10107,20030102,MSFT,0.033200
10107,20030103,MSFT,-0.000484
10107,20030106,MSFT,0.022474
10107,20030107,MSFT,-0.006545
10107,20030108,MSFT,-0.014086
10107,20030109,MSFT,0.019397
10107,20030110,MSFT,-0.000011
10107,20030113,MSFT,-0.001412
10107,20030114,MSFT,0.005830
10107,20030115,MSFT,-0.014426
10107,20030116,MSFT,-0.003942
10107,20030117,MSFT,-0.014017
10107,20030121,MSFT,-0.015702
10107,20030122,MSFT,-0.010432
10107,20030123,MSFT,0.010224
10107,20030124,MSFT,-0.029233
10107,20030127,MSFT,-0.016160
10107,20030128,MSFT,0.013050
10107,20030129,MSFT,0.006779
10107,20030130,MSFT,-0.022849
10107,20030131,MSFT,0.013130
10107,20030203,MSFT,0.005399
10107,20030204,MSFT,-0.014088
10107,20030205,MSFT,-0.005435
10107,20030206,MSFT,-0.006449
10107,20030207,MSFT,-0.010094
10107,20030210,MSFT,0.007569
10107,20030211,MSFT,-0.008098
10107,20030212,MSFT,-0.012687
10107,20030213,MSFT,-0.001600
10107,20030214,MSFT,0.021435
10107,20030218,MSFT,0.019500
10107,20030219,MSFT,-0.007096
10107,20030220,MSFT,-0.009501
10107,20030221,MSFT,0.013224
10107,20030224,MSFT,-0.018381
10107,20030225,MSFT,0.007195
10107,20030226,MSFT,-0.013141
10107,20030227,MSFT,0.011758
10107,20030228,MSFT,0.004622
10107,20030303,MSFT,-0.007537
10107,20030304,MSFT,-0.015357
10107,20030305,MSFT,0.009562
10107,20030306,MSFT,-0.009339
10107,20030307,MSFT,0.008259
10107,20030310,MSFT,-0.025830
10107,20030311,MSFT,-0.008359
10107,20030312,MSFT,0.004321
10107,20030313,MSFT,0.034457
10107,20030314,MSFT,0.001647
10107,20030317,MSFT,0.035427
10107,20030318,MSFT,0.004242
10107,20030319,MSFT,0.008737
10107,20030320,MSFT,0.001888
10107,20030321,MSFT,0.022977
10107,20030324,MSFT,-0.035231
10107,20030325,MSFT,0.012161
10107,20030326,MSFT,-0.005476
10107,20030327,MSFT,-0.001644
10107,20030328,MSFT,-0.005780
10107,20030331,MSFT,-0.017742
10107,20030401,MSFT,0.012144
10107,20030402,MSFT,0.026116
10107,20030403,MSFT,-0.005052
10107,20030404,MSFT,0.002738
10107,20030407,MSFT,0.001229
10107,20030408,MSFT,-0.001864
10107,20030409,MSFT,-0.014004
10107,20030410,MSFT,0.006455
10107,20030411,MSFT,-0.003763
10107,20030414,MSFT,0.019498
10107,20030415,MSFT,0.006303
10107,20030416,MSFT,-0.012236
10107,20030417,MSFT,0.015536
10107,20030421,MSFT,-0.001757
10107,20030422,MSFT,0.021704
10107,20030423,MSFT,0.008394
10107,20030424,MSFT,-0.008259
10107,20030425,MSFT,-0.013846
10107,20030428,MSFT,0.017835
10107,20030429,MSFT,0.003279
10107,20030430,MSFT,-0.001002
10107,20030501,MSFT,-0.000676
10107,20030502,MSFT,0.015039
10107,20030505,MSFT,-0.003795
10107,20030506,MSFT,0.008461
10107,20030507,MSFT,-0.005105
10107,20030508,MSFT,-0.010058
10107,20030509,MSFT,0.014278
10107,20030512,MSFT,0.012535
10107,20030513,MSFT,-0.002973
10107,20030514,MSFT,-0.003205
10107,20030515,MSFT,0.007868
10107,20030516,MSFT,-0.002504
10107,20030519,MSFT,-0.024918
10107,20030520,MSFT,-0.001129
10107,20030521,MSFT,0.004012
10107,20030522,MSFT,0.009151
10107,20030523,MSFT,0.001449
10107,20030527,MSFT,0.019567
10107,20030528,MSFT,0.001829
10107,20030529,MSFT,-0.003756
10107,20030530,MSFT,0.014690
10107,20030602,MSFT,0.003539
10107,20030603,MSFT,0.004716
10107,20030604,MSFT,0.015110
10107,20030605,MSFT,0.003954
10107,20030606,MSFT,-0.002404
10107,20030609,MSFT,-0.011977
10107,20030610,MSFT,0.009130
10107,20030611,MSFT,0.012835
10107,20030612,MSFT,0.001033
10107,20030613,MSFT,-0.009915
10107,20030616,MSFT,0.022385
10107,20030617,MSFT,0.000910
10107,20030618,MSFT,-0.001552
10107,20030619,MSFT,-0.015236
10107,20030620,MSFT,0.000995
10107,20030623,MSFT,-0.014111
10107,20030624,MSFT,0.001834
10107,20030625,MSFT,-0.008267
10107,20030626,MSFT,0.010776
10107,20030627,MSFT,-0.009738
10107,20030630,MSFT,-0.001762
10107,20030701,MSFT,0.008025
10107,20030702,MSFT,0.011646
10107,20030703,MSFT,-0.008111
10107,20030707,MSFT,0.018992
10107,20030708,MSFT,0.003405
10107,20030709,MSFT,-0.005586
10107,20030710,MSFT,-0.013480
10107,20030711,MSFT,0.009548
10107,20030714,MSFT,0.005731
10107,20030715,MSFT,-0.003427
10107,20030716,MSFT,-0.006417
10107,20030717,MSFT,-0.012344
10107,20030718,MSFT,0.011806
10107,20030721,MSFT,-0.014618
10107,20030722,MSFT,0.009512
10107,20030723,MSFT,0.000506
10107,20030724,MSFT,-0.007091
10107,20030725,MSFT,0.017400
10107,20030728,MSFT,-0.002163
10107,20030729,MSFT,-0.007265
10107,20030730,MSFT,-0.001809
10107,20030731,MSFT,0.002856
10107,20030801,MSFT,-0.010259
10107,20030804,MSFT,0.002724
10107,20030805,MSFT,-0.017663
10107,20030806,MSFT,0.001678
10107,20030807,MSFT,0.007280
10107,20030808,MSFT,0.003562
10107,20030811,MSFT,0.003069
10107,20030812,MSFT,0.009953
10107,20030813,MSFT,-0.006382
10107,20030814,MSFT,0.006585
10107,20030815,MSFT,0.000162
10107,20030818,MSFT,0.009155
10107,20030819,MSFT,0.002611
10107,20030820,MSFT,-0.002045
10107,20030821,MSFT,0.002969
10107,20030822,MSFT,-0.010177
10107,20030825,MSFT,0.000655
10107,20030826,MSFT,0.003039
10107,20030827,MSFT,0.000060
10107,20030828,MSFT,0.006069
10107,20030829,MSFT,0.005155
10107,20030902,MSFT,0.013869
10107,20030903,MSFT,0.004188
10107,20030904,MSFT,0.001656
10107,20030905,MSFT,-0.006401
10107,20030908,MSFT,0.010035
10107,20030909,MSFT,-0.008210
10107,20030910,MSFT,-0.011973
10107,20030911,MSFT,0.005441
10107,20030912,MSFT,0.002174
10107,20030915,MSFT,-0.003750
10107,20030916,MSFT,0.014298
10107,20030917,MSFT,-0.003255
10107,20030918,MSFT,0.013266
10107,20030919,MSFT,-0.003155
10107,20030922,MSFT,-0.013008
10107,20030923,MSFT,0.006071
10107,20030924,MSFT,-0.019096
10107,20030925,MSFT,-0.006053
10107,20030926,MSFT,-0.006399
10107,20030929,MSFT,0.009761
10107,20030930,MSFT,-0.010541
10107,20031001,MSFT,0.022340
10107,20031002,MSFT,0.001984
10107,20031003,MSFT,0.009419
10107,20031006,MSFT,0.004370
10107,20031007,MSFT,0.004737
10107,20031008,MSFT,-0.005263
10107,20031009,MSFT,0.004788
10107,20031010,MSFT,-0.000645
10107,20031013,MSFT,0.007023
10107,20031014,MSFT,0.003951
10107,20031015,MSFT,-0.002592
10107,20031016,MSFT,0.003162
10107,20031017,MSFT,-0.010237
10107,20031020,MSFT,0.005157
10107,20031021,MSFT,0.001292
10107,20031022,MSFT,-0.014980
10107,20031023,MSFT,0.003310
10107,20031024,MSFT,-0.004701
10107,20031027,MSFT,0.002158
10107,20031028,MSFT,0.015187
10107,20031029,MSFT,0.001261
10107,20031030,MSFT,-0.001116
10107,20031031,MSFT,0.003601
10107,20031103,MSFT,0.007909
10107,20031104,MSFT,-0.005448
10107,20031105,MSFT,-0.001367
10107,20031106,MSFT,0.005933
10107,20031107,MSFT,-0.004574
10107,20031110,MSFT,-0.005792
10107,20031111,MSFT,-0.000516
10107,20031112,MSFT,0.011456
10107,20031113,MSFT,-0.000142
10107,20031114,MSFT,-0.007615
10107,20031117,MSFT,-0.006398
10107,20031118,MSFT,-0.009084
10107,20031119,MSFT,0.008016
10107,20031120,MSFT,-0.008432
10107,20031121,MSFT,0.001577
10107,20031124,MSFT,0.016227
10107,20031125,MSFT,0.001720
10107,20031126,MSFT,0.004327
10107,20031128,MSFT,-0.000236
10107,20031201,MSFT,0.011264
10107,20031202,MSFT,-0.003271
10107,20031203,MSFT,-0.001772
10107,20031204,MSFT,0.004687
10107,20031205,MSFT,-0.007684
10107,20031208,MSFT,0.007348
10107,20031209,MSFT,-0.008529
10107,20031210,MSFT,-0.001066
10107,20031211,MSFT,0.011482
10107,20031212,MSFT,0.002735
10107,20031215,MSFT,-0.005679
10107,20031216,MSFT,0.006638
10107,20031217,MSFT,0.001256
10107,20031218,MSFT,0.011798
10107,20031219,MSFT,-0.000468
10107,20031222,MSFT,0.003922
10107,20031223,MSFT,0.002818
10107,20031224,MSFT,-0.001807
10107,20031226,MSFT,0.001691
10107,20031229,MSFT,0.012401
10107,20031230,MSFT,0.000144
10107,20031231,MSFT,0.002055
10107,20040102,MSFT,-0.003094
10107,20040105,MSFT,0.012395
10107,20040106,MSFT,0.001292
10107,20040107,MSFT,0.002367
10107,20040108,MSFT,0.004963
10107,20040109,MSFT,-0.008888
10107,20040112,MSFT,0.004787
10107,20040113,MSFT,-0.005332
10107,20040114,MSFT,0.008295
10107,20040115,MSFT,0.001353
10107,20040116,MSFT,0.006872
10107,20040120,MSFT,-0.000930
10107,20040121,MSFT,0.007772
10107,20040122,MSFT,-0.003207
10107,20040123,MSFT,-0.002089
10107,20040126,MSFT,0.012106
10107,20040127,MSFT,-0.009798
10107,20040128,MSFT,-0.013610
10107,20040129,MSFT,0.004989
10107,20040130,MSFT,-0.002628
10107,20040202,MSFT,0.003651
10107,20040203,MSFT,0.000678
10107,20040204,MSFT,-0.008371
10107,20040205,MSFT,0.001838
10107,20040206,MSFT,0.012555
10107,20040209,MSFT,-0.002581
10107,20040210,MSFT,0.005027
10107,20040211,MSFT,0.010667
10107,20040212,MSFT,-0.004880
10107,20040213,MSFT,-0.005468
10107,20040217,MSFT,0.009757
10107,20040218,MSFT,-0.004468
10107,20040219,MSFT,-0.004133
10107,20040220,MSFT,-0.002572
10107,20040223,MSFT,-0.002727
10107,20040224,MSFT,-0.001665
10107,20040225,MSFT,0.004021
10107,20040226,MSFT,0.001084
10107,20040227,MSFT,0.000026
10107,20040301,MSFT,0.009625
10107,20040302,MSFT,-0.005934
10107,20040303,MSFT,0.001688
10107,20040304,MSFT,0.003336
10107,20040305,MSFT,0.001723
10107,20040308,MSFT,-0.008350
10107,20040309,MSFT,-0.005779
10107,20040310,MSFT,-0.014633
10107,20040311,MSFT,-0.015224
10107,20040312,MSFT,0.012460
10107,20040315,MSFT,-0.014350
10107,20040316,MSFT,0.005623
10107,20040317,MSFT,0.011749
10107,20040318,MSFT,-0.001273
10107,20040319,MSFT,-0.011173
10107,20040322,MSFT,-0.012958
10107,20040323,MSFT,-0.001324
10107,20040324,MSFT,-0.002395
10107,20040325,MSFT,0.016365
10107,20040326,MSFT,-0.001019
10107,20040329,MSFT,0.013005
10107,20040330,MSFT,0.004036
10107,20040331,MSFT,-0.000701
10107,20040401,MSFT,0.005292
10107,20040402,MSFT,0.008515
10107,20040405,MSFT,0.007672
10107,20040406,MSFT,-0.002095
10107,20040407,MSFT,-0.006645
